,amount0In,amount0Out,amount1In,amount1Out,id,pair,timestamp,transaction,side
61,98.881581099766448128,0,0,0.865829551504659289,0x18da2011dc64878b60d7d7281e406a627fbbf1ce9a24ffb921a73b5269e52190-1,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624409530,{'blockNumber': '12687355'},Sell
62,63.702666159229489327,0,0,0.55667860476766637,0x8283ae51fec65cec8f473bacff879c71d2476e27ad4d09c5f2cef86b0a85bec6-1,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624409496,{'blockNumber': '12687353'},Sell
63,0,1561.308725382575296884,13.717132250437181919,0,0x483ee3222d551582306cbb3339038b75dc86b8bac3f5b78cbcd4fc45e89c303e-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624409399,{'blockNumber': '12687344'},Buy
64,0,1490.916597674681249557,13.0814,0,0x2d7f423841cf2f0fa16db97015104d28a6a4fd9965c70cc995d941b552812b42-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624409156,{'blockNumber': '12687328'},Buy
65,0,3625.294558216339454814,31.738253904987604755,0,0x1bffa4bc73be138fae551ea9f11bd624d130cb210b6b551ee4595cba3f611daa-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624409152,{'blockNumber': '12687327'},Buy
66,0,1556.854887096337949446,13.599287773233778639,0,0xec01efd7d7e25a2e8ed2cb9ebc443aab19992ea0abdafdc760ad90fd70a772c1-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624408973,{'blockNumber': '12687319'},Buy
67,0,4.087990446625768716,0.035685,0,0xd19d80668e82916229ccd24425fe84240d46eea653254b16be3d7c836abff6ba-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624408287,{'blockNumber': '12687275'},Buy
68,0,1719.645160454194435755,15,0,0xbb2ae216dceff5a14a047fa00f616c8f30832de56c2100611f21cca72327d255-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624408248,{'blockNumber': '12687269'},Buy
69,0,414.314233220539160567,3.610629213520161727,0,0x681c4de93adc3bac3cd4de801b5ab62e117fc4e9ccfab10ab3b1ff69216a2242-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624407796,{'blockNumber': '12687237'},Buy
70,0,927.826094544777877699,8.081057599668652032,0,0xde950a3eb62cdff3ba354c44f2622ce6f6870cbaca8caf7b372c863468a997f1-0,"{'token0': {'symbol': 'UNI'}, 'token1': {'symbol': 'WETH'}, 'volumeUSD': '6635018532.100996716243138594779015'}",1624407765,{'blockNumber': '12687234'},Buy
